Route,Year,x,y,Effort,Habitat,JunJul,DJF,AprMay,Phylloscopus_trochilus,Turdus_iliacus,Fringilla_coelebs,Turdus_philomelos,Carduelis_spinus,Parus_major,Anthus_trivialis,Erithacus_rubecula,Cuculus_canorus,Muscicapa_striata,Ficedula_hypoleuca,Turdus_pilaris,Loxia_curvirostra,Columba_palumbus,Sylvia_borin,Corvus_corone,Dendrocopos_major,Emberiza_citrinella,Turdus_merula,Sylvia_curruca,Regulus_regulus,Prunella_modularis,Phoenicurus_phoenicurus,Parus_caeruleus,Parus_montanus,Motacilla_alba,Carduelis_chloris,Phylloscopus_collybita,Tringa_ochropus,Parus_cristatus,Sylvia_communis,Grus_grus,Larus_canus,Pica_pica,Phylloscopus_sibilatrix,Turdus_viscivorus,Hirundo_rustica,Sylvia_atricapilla,Tetrao_tetrix,Pyrrhula_pyrrhula,Dryocopus_martius,Certhia_familiaris,Alauda_arvensis,Corvus_corax,Saxicola_rubetra,Garrulus_glandarius,Numenius_arquata,Carpodacus_erythrinus,Gallinago_gallinago,Corvus_monedula
388,2011,5161.7,4739.2,6000,Op,14.567,-13.99,5.61545,73,13,50,10,22,3,24,27,0,7,0,0,16,0,4,0,2,2,1,0,0,4,5,0,5,0,0,0,8,0,0,0,1,0,1,1,0,0,4,4,1,0,0,0,0,0,0,3,1,0
388,2013,5161.7,4739.2,6000,Op,13.749,-9.9778,5.710665,59,3,33,12,21,2,13,11,0,4,0,2,1,0,1,0,4,2,0,1,0,4,2,0,2,1,0,2,1,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1,2,0
388,2007,5161.7,4739.2,2850,Op,15.123,-8.8178,4.5136,29,2,12,6,5,2,5,5,1,0,0,1,2,2,1,0,0,0,0,0,1,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0
388,2006,5161.7,4739.2,6000,Op,15.49,-10.392,5.61905,14,3,10,1,2,2,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0
394,2013,5048.1,4735.6,6100,Urb,14.3,-8.4211,5.6413335,30,6,6,2,4,15,0,0,0,0,13,39,11,0,0,12,0,1,1,1,0,0,1,1,0,21,4,0,0,0,0,0,14,6,0,0,4,1,0,0,0,1,0,0,0,0,1,6,0,4
394,2012,5048.1,4735.6,6100,Urb,17.066,-6.518,3.36325,21,15,9,1,2,20,0,4,1,0,6,37,0,0,1,23,0,3,0,6,0,0,2,7,0,23,12,0,0,0,0,0,29,7,0,0,9,0,0,0,0,0,0,0,1,0,0,3,0,8
394,2014,5048.1,4735.6,6100,Urb,16.136,-4.1067,4.8644,37,7,14,1,4,25,0,0,0,3,4,49,0,0,0,13,1,1,3,1,0,0,3,0,0,17,7,0,0,0,0,1,29,5,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,9
394,2010,5048.1,4735.6,6100,Urb,14.352,-11.297,5.73385,24,9,18,0,3,18,0,0,0,0,16,40,0,1,3,24,1,1,0,0,0,0,9,6,0,17,21,0,0,0,1,0,27,12,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,19
395,2012,5058.8,4740.1,5900,Co,17.067,-6.9775,3.546585,29,6,36,4,16,8,16,14,8,7,1,0,1,0,0,0,1,2,0,3,3,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,1,0
395,2014,5058.8,4740.1,6000,Co,16.067,-4.5629,5.084,46,5,33,7,7,7,28,10,5,7,4,0,9,0,0,1,1,0,0,2,2,0,1,1,2,0,0,2,2,2,0,2,0,0,0,0,0,0,6,2,0,1,0,0,0,0,0,0,0,0
395,2009,5058.8,4740.1,5900,Co,13.602,-6.2544,4.228765,37,2,40,7,7,3,14,8,6,1,3,0,1,1,1,0,2,0,0,0,1,0,2,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
395,2007,5058.8,4740.1,5900,Co,15.344,-7.0833,4.4653,60,2,63,3,9,2,15,10,5,5,2,0,1,3,1,0,2,0,0,1,0,4,1,0,3,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
395,2013,5058.8,4740.1,6000,Co,14.226,-8.8244,5.880665,39,1,45,10,13,7,17,5,10,0,6,1,2,0,1,0,5,1,0,0,0,1,7,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0
395,2006,5058.8,4740.1,5900,Co,16.262,-8.7856,5.60725,48,2,31,1,8,4,10,3,6,6,1,1,6,4,1,0,2,0,0,1,1,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
396,2010,5082.1,4746.,6000,Co,14.075,-12.854,6.36,36,3,21,2,5,1,2,11,1,0,1,1,0,2,0,0,0,4,0,1,1,1,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,3,0,4,0,2,5,3,0
396,2009,5082.1,4746.,6000,Co,13.475,-7.1011,4.555735,48,5,23,10,5,3,13,8,3,0,3,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,2,0,0,0,0,0,6,0,1,0,0,4,0,0
396,2012,5082.1,4746.,6000,Co,16.926,-7.7404,3.616885,22,2,20,9,6,1,3,9,0,3,1,0,0,1,1,0,0,4,0,0,0,0,1,0,1,1,0,0,1,1,0,2,0,0,0,0,0,0,3,0,0,0,1,1,3,0,1,3,0,0
396,2013,5082.1,4746.,6000,Co,14.051,-9.4756,5.981835,36,4,25,1,2,4,4,0,1,1,0,1,9,3,2,2,1,7,0,1,0,0,1,0,0,1,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0
396,2011,5082.1,4746.,6000,Co,15.467,-13.68,5.96635,40,1,42,3,6,1,4,7,1,0,0,0,7,0,2,1,0,4,0,1,0,0,0,1,1,1,0,0,2,1,0,0,0,2,0,0,0,0,4,0,0,0,2,0,2,0,2,0,0,0
396,2008,5082.1,4746.,6000,Co,14.633,-3.8495,4.001,32,2,19,8,0,0,7,4,0,0,0,0,0,1,0,0,0,6,0,1,5,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,6,0,3,0,0,2,2,0
405,2013,5075.6,4770.,6300,We,14.054,-9.6433,5.8158335,25,2,21,2,2,4,14,1,9,1,0,1,22,0,2,3,2,0,0,0,0,0,10,0,1,0,0,0,0,0,0,14,0,1,0,0,0,0,0,3,1,0,0,1,2,0,7,0,3,0
405,2012,5075.6,4770.,6300,We,16.713,-7.9022,3.2966,15,1,12,0,8,1,13,1,3,0,1,1,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,2,5,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
405,2006,5075.6,4770.,6200,We,15.911,-9.7256,5.60575,47,1,15,0,3,1,11,0,16,6,0,0,0,1,0,2,0,0,0,1,0,0,5,0,2,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,3,0,11,0,5,0
405,2014,5075.6,4770.,6300,We,15.857,-5.5045,4.9457,37,1,14,0,3,2,5,1,9,0,0,0,0,0,1,3,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0
414,2010,5045.3,4786.1,6000,Co,13.954,-12.48,5.81985,40,1,20,3,7,1,14,17,7,2,4,0,0,0,0,0,0,0,0,0,1,0,7,0,2,0,0,0,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
414,2012,5045.3,4786.1,6000,Co,16.651,-7.5618,2.8495,24,0,25,5,9,4,9,6,5,3,4,0,0,0,0,0,1,0,0,0,2,0,8,0,2,0,0,0,3,0,0,1,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,1,0
414,2008,5045.3,4786.1,6000,Co,14.416,-3.867,3.442835,42,2,39,5,7,1,18,9,8,1,4,0,12,2,0,0,1,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0
414,2014,5045.3,4786.1,6000,Co,15.675,-5.3056,4.37785,42,1,30,3,5,2,12,3,10,6,2,0,0,1,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0
419,2013,5166.2,4818.5,6000,Co,13.431,-11.044,4.969165,48,1,11,4,7,0,15,1,15,2,0,0,8,1,0,2,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,3,0
419,2010,5166.2,4818.5,6000,Co,12.839,-14.313,5.4792,30,2,5,4,6,3,8,3,4,0,1,0,6,0,0,1,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,1,0,0,3,1,0,4,0,0,0,0,1,0,0,1,0,1,0
419,2006,5166.2,4818.5,6000,Co,14.977,-11.246,4.58785,24,3,4,3,2,1,1,0,12,1,0,0,4,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
419,2014,5166.2,4818.5,6000,Co,15.061,-7.7944,3.95015,33,1,13,9,10,3,2,4,14,3,0,0,0,0,0,0,1,0,0,0,0,1,9,0,1,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0
419,2009,5166.2,4818.5,6000,Co,12.41,-8.6056,3.4034,25,2,6,4,11,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
419,2012,5166.2,4818.5,6000,Co,15.736,-9.7292,2.67495,25,2,21,10,15,1,7,3,11,1,0,0,3,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0
419,2011,5166.2,4818.5,6000,Co,14.564,-15.374,5.15415,37,0,9,2,5,0,2,3,14,1,1,0,15,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,1,0
419,2007,5166.2,4818.5,6000,Co,14.375,-10.38,3.352385,45,3,7,3,8,3,4,3,5,1,2,0,5,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,1,0
419,2008,5166.2,4818.5,6000,Co,13.326,-6.1912,2.115865,15,2,4,3,11,4,9,9,10,1,2,0,2,1,0,0,2,0,0,0,1,0,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,3,0,0,2,0,4,0
420,2007,5190.5,4824.6,6000,Co,14.454,-10.422,3.1592,31,7,5,10,8,5,3,0,4,2,1,0,17,0,0,0,4,0,0,1,0,0,9,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0
420,2006,5190.5,4824.6,6000,Co,14.966,-11.189,4.3549,20,0,8,4,7,1,4,0,7,0,0,1,1,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0
420,2014,5190.5,4824.6,6000,Co,15.115,-7.8135,3.788835,30,1,11,9,4,2,8,1,6,3,1,0,2,3,0,2,1,0,0,0,0,1,13,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
420,2012,5190.5,4824.6,6000,Co,15.684,-9.8753,2.5572,26,7,27,17,10,2,12,2,5,1,1,0,11,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,3,1,0,0,0,3,1,0,0,0,0,0
420,2009,5190.5,4824.6,6000,Co,12.37,-8.7056,3.1894,28,4,10,4,11,5,11,4,4,0,0,0,1,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,0,0,0,0,2,0,0,0,0,2,0
420,2010,5190.5,4824.6,6000,Co,12.772,-14.363,5.26825,32,5,17,8,22,1,3,4,6,0,0,0,8,2,0,0,1,0,0,1,0,0,8,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
429,2011,5135.400000000001,4836.6,6000,Co,14.411,-14.924,5.0003,38,0,7,12,3,10,6,7,9,2,2,0,47,0,0,0,2,0,0,1,1,3,10,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,5,1,0,0,0,0,1,0,0,0,0,0
429,2010,5135.400000000001,4836.6,6000,Co,12.77,-14.022,5.3545,41,5,14,5,30,5,7,3,5,3,2,0,14,0,0,0,0,0,0,0,0,2,12,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,4,3,1,0,0,0,0,0,0,1,1,0
429,2009,5135.400000000001,4836.6,6000,Co,12.341,-8.4511,3.39745,30,3,14,4,24,5,10,4,12,0,0,0,4,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0
429,2012,5135.400000000001,4836.6,6000,Co,15.679,-9.6494,2.5252,42,1,19,16,16,5,4,9,6,1,0,0,3,0,0,0,4,0,0,0,2,2,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
429,2008,5135.400000000001,4836.6,6000,Co,13.38,-5.9692,2.1342,32,6,5,7,11,4,9,3,4,1,1,2,13,0,0,2,7,0,0,1,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,2,0
429,2007,5135.400000000001,4836.6,6000,Co,14.231,-9.8889,3.3008,36,4,4,3,9,3,7,3,10,3,4,0,19,0,0,0,4,0,0,2,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0
429,2014,5135.400000000001,4836.6,6000,Co,15.138,-7.5809,4.05645,47,1,6,9,18,3,13,2,8,2,2,0,1,0,0,0,2,0,0,0,1,1,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,2,0,0,1,0,0,0,0,0,0
429,2006,5135.400000000001,4836.6,6000,Co,14.934,-10.826,4.6545,33,9,5,7,9,2,8,0,10,1,1,0,3,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
429,2013,5135.400000000001,4836.6,6000,Co,13.502,-10.987,5.159165,50,3,11,9,19,1,8,2,17,2,1,0,1,0,0,0,3,0,0,1,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,7,4,1,0,0,0,0,0,0,0,1,0
430,2014,5159.7,4842.6,6000,Co,15.013,-8.0517,3.789935,43,4,12,4,7,3,2,1,15,1,4,1,3,0,0,1,1,0,0,1,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,8,1,0,0,0,4,0,0,1,0,1,0
430,2008,5159.7,4842.6,6000,Co,13.346,-6.367,2.010735,29,4,8,4,9,1,5,0,6,1,0,0,1,0,0,1,2,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,4,0
430,2006,5159.7,4842.6,6000,Co,15.062,-11.328,4.5219,21,3,9,6,3,0,1,1,11,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0
430,2013,5159.7,4842.6,6000,Co,13.372,-11.233,4.879,48,2,15,8,11,2,6,1,11,3,0,0,1,2,0,2,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0
430,2012,5159.7,4842.6,6000,Co,15.766,-9.9191,2.59325,37,3,27,10,16,2,5,6,8,2,1,0,1,0,0,7,3,0,0,0,0,2,11,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,3,1,1,0,0,6,1,0,0,0,2,0
430,2010,5159.7,4842.6,6000,Co,12.846,-14.307,5.4353,42,6,6,6,7,0,5,4,7,2,2,0,8,0,0,2,0,0,0,1,0,0,8,0,0,0,0,0,2,0,0,3,2,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,2,0
430,2009,5159.7,4842.6,6000,Co,12.405,-8.68,3.33075,25,7,6,13,13,4,2,1,9,0,0,0,1,2,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,1,0
430,2011,5159.7,4842.6,6000,Co,14.477,-15.484,5.1295,37,3,5,7,6,1,3,1,12,2,0,0,15,1,0,2,6,0,0,0,0,2,8,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,4,1,0,0,0,4,0,1,0,0,4,0
438,2012,5056.400000000001,4840.5,6200,We,15.977,-8.8854,2.46075,51,2,16,6,23,0,12,5,2,5,0,0,4,0,0,0,1,0,0,0,0,3,7,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,4,0
438,2014,5056.400000000001,4840.5,6000,We,14.939,-6.8966,3.996585,111,0,13,3,4,1,11,5,10,5,1,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,6,0
438,2009,5056.400000000001,4840.5,6200,We,13.19,-7.9178,3.8263,54,5,17,6,20,0,13,4,4,4,1,1,3,0,0,0,2,0,0,1,1,3,3,0,4,2,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,4,1,0,0,0,7,0
438,2008,5056.400000000001,4840.5,6200,We,14.215,-5.2791,3.050065,52,3,17,5,20,1,20,6,8,6,0,0,9,0,0,0,1,0,0,0,2,2,13,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,12,0
442,2008,5153.5,4864.8,6000,Co,13.166,-6.3516,1.53295,42,5,25,7,14,1,11,16,2,1,0,4,6,2,0,1,1,0,0,0,2,0,0,0,8,0,5,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,1,1,0,4,0,4,0
442,2014,5153.5,4864.8,6200,Co,14.908,-7.9494,3.4394165,60,5,24,13,8,3,17,13,3,0,0,2,2,5,0,2,0,0,0,5,0,1,9,0,2,1,1,0,3,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,7,0
442,2009,5153.5,4864.8,6000,Co,12.205,-8.74,2.9734,25,6,21,7,20,2,9,3,3,3,0,1,7,4,0,2,0,1,0,0,2,0,4,1,3,0,2,0,1,0,0,0,0,0,0,3,1,0,1,2,0,0,0,0,0,0,2,2,5,0
444,2012,5204.2,4877.2,6000,Co,15.325,-10.349,1.89485,27,10,32,7,21,6,12,8,9,6,3,1,3,4,0,0,0,0,0,0,3,0,19,0,3,1,0,0,0,0,0,2,1,1,0,3,0,0,5,1,2,0,0,0,0,0,0,0,2,0
444,2009,5204.2,4877.2,6000,Co,12.166,-9.0256,2.5024,26,5,20,0,31,1,5,1,0,0,0,0,8,1,0,2,0,1,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,1,0,0,0,0
444,2013,5204.2,4877.2,6000,Co,13.095,-11.214,3.977815,28,3,31,4,14,1,7,1,4,2,0,1,7,0,1,0,2,0,0,0,0,0,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
450,2006,5049.8,4864.5,6000,Op,15.252,-10.084,5.1416,48,2,6,4,9,0,14,1,5,8,0,0,0,0,0,1,0,0,0,2,0,0,7,0,2,0,0,1,1,0,0,2,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,1,0
450,2012,5049.8,4864.5,6000,Op,15.867,-9.1292,2.3876,54,6,21,7,18,4,27,3,8,4,1,0,3,0,0,0,1,0,0,0,0,2,14,0,0,1,0,0,1,0,0,2,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,1,0
450,2007,5049.8,4864.5,6000,Op,14.485,-9.6789,3.7247,64,6,13,6,13,4,18,5,9,8,0,0,4,0,0,4,1,0,0,0,3,2,13,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0
450,2014,5049.8,4864.5,6000,Op,14.918,-7.0944,3.98825,86,1,28,9,6,1,38,9,12,9,3,0,0,0,0,1,2,0,0,1,0,0,23,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
451,2007,5073.900000000001,4871.6,6000,Co,14.348,-9.7767,3.493615,67,5,15,12,18,1,15,5,3,10,1,0,2,0,0,0,2,0,0,0,2,2,7,0,1,0,0,0,2,0,0,1,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0
451,2006,5073.900000000001,4871.6,6000,Co,15.038,-10.279,4.96615,51,2,8,1,17,0,8,1,6,5,3,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
451,2012,5073.900000000001,4871.6,6000,Co,15.656,-9.4191,2.2374,39,0,18,2,21,1,19,5,0,2,0,0,2,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
452,2007,5097.400000000001,4877.5,6100,Co,14.418,-9.9989,3.3029,42,1,6,4,19,2,8,3,5,7,1,1,4,0,0,0,1,0,0,0,0,3,13,0,3,1,0,0,4,0,0,1,0,0,0,2,1,0,1,1,0,1,0,4,0,0,0,1,0,0
452,2012,5097.400000000001,4877.5,6100,Co,15.644,-9.764,2.17755,25,3,17,11,26,1,11,4,10,5,1,0,4,1,0,1,2,0,0,1,0,1,12,0,2,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
452,2008,5097.400000000001,4877.5,6100,Co,13.618,-6.0549,2.128615,35,4,14,6,15,2,15,5,6,16,2,0,10,0,0,0,2,0,0,0,5,2,12,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,4,0,1,0,0,3,0,0,0,0,1,0
455,2014,5169.6,4894.5,6000,Co,14.777,-7.8562,3.10225,49,6,12,10,14,0,14,2,10,0,0,4,0,1,0,1,0,0,0,0,0,2,17,0,2,0,0,0,3,0,0,1,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,2,0
455,2013,5169.6,4894.5,6000,Co,12.992,-11.414,4.524485,33,6,11,6,19,2,18,2,5,0,0,0,8,0,0,1,3,0,0,0,0,1,14,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
455,2008,5169.6,4894.5,6000,Co,12.564,-6.3505,0.82425,37,16,10,7,17,1,7,0,10,13,0,0,17,0,0,0,6,0,0,1,1,2,15,0,6,0,0,0,3,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,2,0
460,2010,4993.3,4877.3,6000,Op,13.723,-13.651,5.70695,119,6,24,3,23,2,7,13,7,2,4,0,4,5,0,0,1,0,1,0,0,11,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,6,3,1,0,0,0,0,0,0,4,1,0
460,2006,4993.3,4877.3,5900,Op,15.397,-10.168,5.2586,102,7,13,5,18,0,4,4,3,3,2,0,3,4,0,1,0,1,0,2,0,6,2,0,3,0,1,0,0,0,0,1,0,0,0,0,2,0,2,3,2,0,0,1,0,0,0,5,2,0
460,2007,4993.3,4877.3,5900,Op,14.515,-10.104,4.11385,109,7,25,5,15,2,4,7,6,2,1,0,4,2,0,2,1,0,1,1,1,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,2,1,0
461,2011,5018.400000000001,4884.3,6000,Br,14.475,-14.204,5.51175,103,8,36,5,8,1,11,3,0,6,0,6,9,0,0,0,0,0,0,0,2,0,10,0,7,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,1,0
461,2010,5018.400000000001,4884.3,6000,Br,13.743,-13.433,5.63935,46,1,17,2,19,0,15,10,4,1,0,0,4,0,0,0,0,0,0,0,1,4,8,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0
461,2008,5018.400000000001,4884.3,6000,Br,14.197,-5.4099,3.1921,58,6,28,5,20,0,16,8,5,0,1,0,11,0,0,0,0,0,0,0,4,3,10,0,5,0,0,0,0,0,0,2,0,0,0,2,0,0,1,2,0,1,0,1,0,0,0,0,0,0
461,2007,5018.400000000001,4884.3,6000,Br,14.649,-9.7378,4.12035,66,5,14,1,11,0,7,10,1,2,0,0,1,1,0,0,0,0,0,0,0,1,9,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0
462,2011,5040.8,4890.,6000,Br,14.002,-14.78,5.40865,96,13,13,9,8,5,6,3,7,6,0,0,10,2,0,0,5,0,0,0,0,2,6,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,6,0,0,1,2,0,0,0,8,0
462,2009,5040.8,4890.,6000,Br,13.085,-8.1922,4.0213,75,8,21,4,28,1,17,9,1,4,0,2,10,2,0,1,5,0,0,1,1,2,2,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,4,0,0,0,5,0
462,2007,5040.8,4890.,6000,Br,14.621,-10.279,3.801015,88,12,16,10,35,1,15,3,4,4,1,1,5,1,0,1,4,0,0,0,3,7,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,2,6,0
463,2006,5067.,4896.6,6000,Co,15.07,-10.681,4.89705,41,3,9,0,12,0,6,1,2,0,4,2,4,0,0,4,0,0,0,0,0,0,9,0,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,2,1,0,0
463,2011,5067.,4896.6,6000,Co,13.77,-14.908,5.0676,14,3,33,6,12,4,9,12,0,8,3,0,11,0,0,1,6,1,0,0,0,2,17,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0
463,2009,5067.,4896.6,6000,Co,12.68,-8.4289,3.56795,24,6,20,5,37,4,8,6,1,5,4,1,9,0,0,2,2,0,0,0,3,1,14,0,3,1,5,1,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,1,2,0,1,1,0,0
467,2014,5164.8,4919.,6000,Co,14.879,-8.864,3.117385,29,4,6,10,5,0,8,3,7,4,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,1,0,1,0,1,0
467,2008,5164.8,4919.,6000,Co,12.738,-6.7615,1.015,60,16,13,7,17,2,18,9,4,13,0,1,6,0,0,1,5,0,0,0,2,0,14,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,1,0
